ID;ESTADO;INGRESOS;CASA;PRECIO_DISPOSITIVO;GENERO;MESES;DURACION;SOBRECARGO;SALDO_RESTANTE;SATISFACCION
6278;RETIRADO;6529839;1065978050;1276508;Hombre;21;2.7;288.1088;100.5;8.317766
6279;VINCULADO;7355956;1231254810;2901997;Hombre;0;15.1;27.2;105.6;3.06519
6280;RETIRADO;7122330;1166846406;893454;Mujer;50;16.9;185.9483;53;8.478065
6281;RETIRADO;6863387;1097057556;1169561;Hombre;50;0.3;204.3929;65.7;7.991657
6282;RETIRADO;889421;192018874.3;2252000;Hombre;34;16.4;225.2545;12.8;7.792981
6283;RETIRADO;1180875;168513290.7;925960;Hombre;17;16.2;190.0369;26.1;7.906703
6284;RETIRADO;3451251;528113396.7;294106;Hombre;24;3.1;203.7839;24.4;7.793272
6285;VINCULADO;572252;52876041.1;415500;Hombre;35;16.9;12.33504;2.3;3.45546
6286;RETIRADO;851848;158923419.2;1657750;Mujer;34;17.1;34.72191;22.9;2.875719
6287;VINCULADO;3575503;676936842.2;2914685;Hombre;54;2.8;25.11739;13.3;2.486443
6288;VINCULADO;3252506;551152288.3;2443195;Mujer;46;1.5;34.85854;14.8;2.819584
6289;VINCULADO;1205620;154779206.9;585689;Hombre;26;16.3;6.648962;21.8;2.600348
6290;VINCULADO;8215494;1290270676;1222495;Hombre;23;2.8;6.113697;81.1;3.37862
6291;VINCULADO;6637834;1042267821;1795795;Hombre;15;15.9;0;47.3;4.048521
6292;RETIRADO;507771;111161801.4;499869;Hombre;38;15.5;192.8994;23.9;7.776187
6293;RETIRADO;3942627;675636902.3;2061121;Hombre;5;3.1;173.7812;14.6;8.60729
6294;RETIRADO;6912648;1058210430;671475;Mujer;8;15.4;29.65248;63.2;3.118786
6295;RETIRADO;7011181;1098424283;691474;Mujer;44;0.2;147.7829;56.6;7.896971
6296;VINCULADO;7173969;1148823596;264663;Mujer;16;16.6;6.159092;93.1;3.389177
6297;RETIRADO;3339026;511070992.8;373966;Hombre;10;3.9;246.3476;11.4;8.240628
6298;VINCULADO;7284915;1161165332;1082810;Mujer;42;2.5;0;52.8;2.799806
6299;VINCULADO;3651690;607824327.7;814283;Hombre;44;2.5;52.04678;5;3.776718
6300;RETIRADO;3364636;517116383.8;783609;Hombre;30;2.2;148.6982;3.7;8.550856
6301;VINCULADO;3728019;587828837.7;1016286;Mujer;29;0.8;29.59253;17.9;2.774404
6302;VINCULADO;3531615;607148576.4;2448392;Hombre;35;4.4;0;13.4;4.043962
6303;VINCULADO;386075;119712151.8;609758;Mujer;36;16;186.1712;7.6;8.29152
6304;RETIRADO;7562505;1190462561;1125309;Hombre;32;16.9;5.287517;72.4;2.978349
6305;VINCULADO;377798;80271510.07;1018287;Mujer;48;15.6;21.52919;21.6;1.685586
6306;RETIRADO;443200;172593539.7;2665779;Mujer;0;14.6;168.7384;10.6;7.829285
6307;VINCULADO;755552;129311637;479934;Mujer;22;18.4;0;17.7;3.425494
6308;RETIRADO;6841383;1098028609;1741549;Mujer;4;15.5;206.2978;105;8.196611
6309;RETIRADO;1504832;211309666.6;1074970;Mujer;42;15.6;184.358;15;8.881269
6310;RETIRADO;3103109;508884064.8;342319;Mujer;34;1;268.6835;6.3;7.894882
6311;VINCULADO;7438674;1187003418;1104315;Mujer;17;14.9;26.99665;111.3;3.130562
6312;RETIRADO;7528091;1184689999;334279;Hombre;17;16.2;172.969;55.5;7.385889
6313;RETIRADO;7973253;1263737070;504020;Mujer;15;16.8;253.1257;58.6;7.631946
6314;VINCULADO;1558504;210542957.4;335253;Mujer;12;17.4;0;20.1;2.69261
6315;VINCULADO;7416817;1192244188;344129;Hombre;29;2.5;32.4976;79.8;3.107563
6316;RETIRADO;6440809;1061040168;730025;Mujer;21;16.2;162.1613;63.2;8.875202
6317;VINCULADO;6791543;1090097606;1229147;Hombre;12;14.6;5.84229;94.2;3.117172
6318;RETIRADO;1073724;236446848;1524328;Hombre;21;15.4;189.9986;3.6;8.043723
6319;RETIRADO;7193620;1099835314;296458;Mujer;48;1.7;129.3445;74.4;7.792686
6320;VINCULADO;3322433;582406015.9;2812874;Hombre;23;2.2;8.810593;12.8;1.893564
6321;VINCULADO;3042377;570704676.7;2854580;Mujer;25;1.5;0;20;2.490626
6322;VINCULADO;7763932;1234049686;462624;Mujer;45;15.4;41.9906;101.2;2.605741
6323;RETIRADO;2645477;489597302.5;2142489;Mujer;37;2.6;361.2862;8.5;9.245333
6324;RETIRADO;7679385;1273666261;3093569;Hombre;25;3.8;232.7139;81.4;9.007817
6325;VINCULADO;7773501;1283310363;2945708;Hombre;34;3.9;6.906955;64.4;2.274498
6326;RETIRADO;1780212;309795340.7;1196587;Mujer;29;15.8;31.38816;10.8;2.40792
6327;VINCULADO;2189206;386604725.1;1252692;Hombre;15;0.3;60.25277;28.1;2.886521
6328;VINCULADO;4275176;661681746.5;1841043;Hombre;27;2.9;0;0;2.593178
6329;RETIRADO;3484775;577103387;1503285;Hombre;6;2.2;160.4085;19.8;8.714033
6330;VINCULADO;7667443;1236085170;1153852;Hombre;0;16;0;76.9;2.572
6331;RETIRADO;7262935;1174869696;1840745;Mujer;45;16.4;237.3077;68.4;8.239729
6332;RETIRADO;7161762;1084768839;675260;Hombre;49;14.6;237.3179;82.7;8.193481
6333;VINCULADO;7462657;1219197839;2172705;Hombre;30;15.4;0;68.8;2.5546
6334;RETIRADO;3877126;627971650.9;1359138;Hombre;24;2.1;0;27;2.883708
6335;RETIRADO;3413344;530247306;710356;Hombre;21;1;229.4404;4;8.383587
6336;RETIRADO;3163801;530481617.7;632033;Mujer;46;1.2;179.3955;20.6;8.139583
6337;RETIRADO;1764428;375366335.6;2802607;Mujer;30;15.5;193.4882;10;8.388005
6338;RETIRADO;7645974;1179968865;423906;Hombre;4;15.4;306.2248;67.5;7.587991
6339;VINCULADO;4704896;747648046.6;2551587;Mujer;11;1.4;0;14.7;3.059647
6340;RETIRADO;7804393;1244593186;2740595;Hombre;21;14.5;200.4326;81.6;7.700291
6341;RETIRADO;3553919;576377577.3;989275;Hombre;21;1.9;119.0393;9.6;8.019587
6342;VINCULADO;6285103;1025575455;1517265;Hombre;28;14.6;4.672893;63;2.401545
6343;RETIRADO;1872747;338516972.7;1105619;Mujer;19;16;252.2784;12.7;8.238933
6344;RETIRADO;7837075;1215445871;1566720;Mujer;37;2.5;190.0081;87.7;8.138849
6345;VINCULADO;399417;97061732.66;1427557;Hombre;16;15.2;326.8438;22.4;8.669149
6346;VINCULADO;7544285;1246465490;1486493;Mujer;0;15.2;53.78637;86;3.138315
6347;VINCULADO;6977342;1089850838;1641548;Mujer;24;16.2;62.35154;73.7;2.229015
6348;RETIRADO;1036724;143191054.7;427211;Mujer;22;14.3;179.8329;12;8.177112
6349;VINCULADO;7868759;1284830012;1042649;Hombre;27;14.7;273.3244;66.4;8.296489
6350;RETIRADO;716534;154031054.2;1148995;Hombre;32;16.6;270.3029;17.9;7.832837
6351;VINCULADO;6746146;1069360994;573767;Hombre;11;3.4;0;89.6;2.804639
6352;RETIRADO;7757430;1312341456;2452426;Hombre;46;16.7;170.8559;66.6;8.516476
6353;RETIRADO;1112770;219256202.4;879290;Hombre;40;15.8;206.3098;12.6;8.197526
6354;VINCULADO;3886245;605775722.7;996240;Mujer;10;0.8;21.83448;23.9;3.062999
6355;RETIRADO;6928984;1065779074;943119;Hombre;0;2.5;355.9401;56.9;8.769845
6356;RETIRADO;481650;32821859.74;258939;Mujer;19;15.4;278.927;17.6;8.467477
6357;VINCULADO;1028634;164964185.1;576354;Mujer;28;17.1;54.49644;16.2;2.634563
6358;RETIRADO;7255318;1130227614;1714518;Hombre;22;18.2;212.3884;60.6;8.345179
6359;RETIRADO;2713061;465100652.9;863543;Mujer;27;2.2;213.5917;0;7.965456
6360;RETIRADO;1340790;177325222.6;350529;Mujer;35;15.5;281.5435;27.6;7.905949
6361;RETIRADO;7347175;1190148398;417038;Mujer;33;1.1;156.0993;85.5;8.528773
6362;RETIRADO;1439835;242382099.4;1993581;Hombre;21;16.4;157.4353;13.9;8.536511
6363;VINCULADO;3434081;571341453.5;420288;Hombre;26;0.5;21.02559;16.4;1.77521
6364;RETIRADO;7304879;1206407876;1194437;Mujer;7;15;143.2451;86.4;8.291539
6365;VINCULADO;7421756;1157900012;595520;Hombre;19;0;0;86.2;3.271449
6366;VINCULADO;6105875;940756429.2;585635;Hombre;30;14.4;6.818247;67.8;2.596501
6367;RETIRADO;1452248;253306012.7;918866;Mujer;19;16.9;307.0057;37;8.209035
6368;VINCULADO;8369628;1346335940;844094;Mujer;2;2.8;0;78.1;3.128656
6369;RETIRADO;1486136;294784705;1013919;Mujer;31;16.3;238.0861;2.9;8.922668
6370;RETIRADO;7585226;1204350228;1171521;Mujer;35;2.9;17.43983;45.1;1.79634
6371;RETIRADO;477198;82950062.63;1892566;Mujer;17;16.3;247.1973;2.7;8.020164
6372;VINCULADO;7805531;1279314012;3225138;Mujer;20;16.6;1.116403;68.7;2.909085
6373;VINCULADO;987682;122850156.2;341247;Mujer;57;15.1;149.5511;18.5;8.539372
6374;RETIRADO;2277685;362008012.6;2164476;Hombre;10;16.1;280.021;16.9;8.734684
6375;VINCULADO;3021543;472801706.3;1259653;Mujer;19;1.7;0;14.8;2.723655
6376;VINCULADO;1286529;292885608.1;1804837;Mujer;28;17;40.20884;16.9;2.726986
6377;VINCULADO;194251;40086536.93;1071748;Hombre;25;16;124.7124;8.8;8.144169
6378;RETIRADO;3186458;486710099.6;1038362;Hombre;12;0.9;108.6905;10.5;8.486716
6379;VINCULADO;6935658;1112713207;1033350;Hombre;30;15.7;37.24109;69.3;2.174363
6380;VINCULADO;1253157;291445678.6;2391702;Hombre;25;15.2;0;33.2;2.552897
6381;VINCULADO;7361041;1106795149;601879;Hombre;3;16.6;0;63.8;3.528839
6382;VINCULADO;277448;114287610;1435110;Mujer;17;18;55.0991;18.2;2.340808
6383;VINCULADO;2984335;529865612.8;1515271;Hombre;28;3.1;0;22.8;2.604629
6384;RETIRADO;8260258;1294776634;794582;Hombre;26;16.7;160.766;75.1;7.937964
6385;VINCULADO;3984297;630599171.6;1918582;Mujer;29;2.8;196.0819;0;8.277215
6386;RETIRADO;6793839;1044995021;682045;Mujer;20;16.8;269.1338;91.3;8.888278
6387;VINCULADO;150000;62891490.39;1891027;Hombre;11;15.5;25.34884;21.3;3.749848
6388;VINCULADO;305126;100226435.5;1781567;Mujer;23;16.3;43.12027;21.9;2.829911
6389;RETIRADO;7192320;1201080186;1564628;Mujer;35;1.3;24.14065;52.6;2.829989
6390;RETIRADO;3177042;568977096.4;1136063;Mujer;22;2.2;183.5734;9.3;7.771701
6391;RETIRADO;8450782;1324230772;541796;Hombre;49;15.5;341.8184;77.5;8.084127
6392;RETIRADO;6669076;1110830403;1716091;Hombre;8;3.2;186.0931;78.6;8.094343
6393;RETIRADO;6064834;960600631.2;2773234;Mujer;50;1;132.7072;70.2;8.398319
6394;VINCULADO;7249036;1087776924;312819;Mujer;41;0.1;104.4358;52.1;7.951702
6395;VINCULADO;7787632;1291954415;1648318;Hombre;28;16.5;227.8325;69.4;8.733527
6396;VINCULADO;4341897;704480650.2;996907;Mujer;0;2.5;0;18.6;2.693111
6397;RETIRADO;7058273;1114675332;345345;Hombre;20;16;0;77.9;2.865062
6398;VINCULADO;1206054;198331991.6;1637159;Hombre;20;15.5;0;16.5;2.962605
6399;RETIRADO;800435;105499505.9;430331;Mujer;23;14.8;241.8212;8.2;7.67362
6400;RETIRADO;6561501;1081761263;1519483;Mujer;27;3.1;0;71.8;7.898834
6401;RETIRADO;1267004;190235334.6;566128;Mujer;21;18.5;132.6335;27;8.218512
6402;VINCULADO;4714425;765138197.4;1854261;Hombre;5;3.4;21.19282;9.7;3.244802
6403;VINCULADO;2633838;424257696.4;1432520;Mujer;21;1.5;0;30.8;2.227756
6404;VINCULADO;5971052;953236891.3;474869;Hombre;30;13;0;70.8;3.148907
6405;VINCULADO;7329220;1177139744;877339;Mujer;15;1.9;12.14806;59.2;2.483607
6406;RETIRADO;461212;76040141.41;1617494;Hombre;32;17.5;183.3773;21.1;8.612859
6407;VINCULADO;7141742;1111785303;629045;Hombre;28;14.5;0;48.2;2.609802
6408;RETIRADO;1249127;216085132.2;461083;Hombre;44;16.1;50.3327;23.6;8.081123
6409;VINCULADO;7694444;1232318527;2183684;Mujer;12;15.9;0;69.8;3.001161
6410;VINCULADO;2783606;473898423.9;2755107;Hombre;35;1.4;10.54564;7.2;2.768648
6411;VINCULADO;3079044;458891279.5;883001;Hombre;46;0.8;0;24.4;2.862362
6412;VINCULADO;8026672;1284547708;1214715;Mujer;57;16;32.45795;70.6;2.688057
6413;VINCULADO;1215520;209427346.9;1958997;Hombre;26;16.8;43.92779;23;2.039454
6414;VINCULADO;6868863;1104682539;2398678;Mujer;33;16.7;12.76027;66.8;2.644698
6415;VINCULADO;2732475;457979540.7;1584422;Mujer;43;1.1;139.6811;19.7;8.191259
6416;RETIRADO;6772192;1082251505;1561134;Hombre;14;2;122.5847;47.3;8.314723
6417;VINCULADO;925424;127857549.7;1290575;Mujer;7;16.1;106.6523;11.5;3.349328
6418;VINCULADO;7585013;1244529160;1210630;Hombre;21;15.5;13.35484;47.5;2.585444
6419;RETIRADO;7376683;1185228516;1133391;Mujer;39;17.4;149.5873;72.8;8.031066
6420;VINCULADO;1880895;332968218.7;411858;Mujer;19;16.3;53.69879;27;2.308675
6421;VINCULADO;7411135;1195001707;1703692;Mujer;14;16.1;0;92.1;2.676075
6422;VINCULADO;3685950;635394325.2;1013134;Hombre;14;1.1;11.21412;23.2;3.619798
6423;VINCULADO;8221534;1244179741;399553;Mujer;7;16.7;219.4123;69.3;8.123471
6424;VINCULADO;421214;172565609.8;2389414;Mujer;6;14.8;49.38294;0;3.32288
6425;VINCULADO;955876;151424922.4;1314248;Hombre;1;14.2;0.1299545;15.4;2.394376
6426;VINCULADO;4308884;680165791.4;2153075;Mujer;31;2.4;35.58997;17.5;2.922842
6427;VINCULADO;972279;152916778.5;1687417;Mujer;12;15.9;12.3521;19.5;2.508121
6428;RETIRADO;6823642;1044532747;1000534;Mujer;7;1.6;171.0102;54;8.086252
6429;RETIRADO;1280996;219113159.1;1228963;Mujer;37;15.9;127.4854;22.9;8.154638
6430;RETIRADO;7449988;1190827894;908158;Hombre;17;1.7;279.2271;78.1;8.588219
6431;RETIRADO;7144638;1173614268;1158710;Hombre;24;16.7;218.2703;71;7.867236
6432;RETIRADO;1434459;297227826.5;2722678;Mujer;32;16.6;195.8267;5.4;8.184977
6433;VINCULADO;1182455;228968002.1;908321;Hombre;19;14.6;0;10.4;1.745868
6434;RETIRADO;1553515;320512294.6;1652468;Mujer;46;16.6;80.20095;3.5;8.546859
6435;VINCULADO;3637195;628352284.9;1300100;Mujer;28;2.3;53.67262;23.2;3.122642
6436;RETIRADO;7070694;1108473810;1704280;Hombre;48;2.4;228.1168;76.3;8.247491
6437;RETIRADO;742317;183960683.6;1983583;Mujer;37;18.3;231.9926;10.9;8.517159
6438;VINCULADO;1241836;271164101.2;2729984;Hombre;21;15.4;0;36.8;2.139462
6439;RETIRADO;7569429;1270660081;2582481;Mujer;44;14.2;0;68.9;2.104518
6440;VINCULADO;1150634;215908418.3;2425595;Hombre;37;14.9;113.8423;12.5;1.354272
6441;VINCULADO;1191050;237868725.6;2619833;Hombre;22;18.4;0;9.5;3.048595
6442;VINCULADO;3292424;530659102.1;847360;Mujer;0;1.3;0;10.1;2.330128
6443;RETIRADO;3171243;503064712.7;468879;Hombre;25;1.7;195.6108;13.9;8.507306
6444;RETIRADO;7311540;1211557043;1148234;Mujer;19;2.3;259.3471;85.2;8.567354
6445;VINCULADO;3614653;620290845.7;752881;Hombre;0;2.4;0;0;2.15314
6446;VINCULADO;1107709;233923493;1393094;Hombre;17;17.1;24.26051;8.3;2.64593
6447;RETIRADO;309595;66839615.39;1081917;Hombre;1;15;187.4632;27.6;8.197722
6448;RETIRADO;6207055;938380567.7;316272;Hombre;9;2;101.5816;78.7;8.383348
6449;RETIRADO;261527;38109624.09;770202;Hombre;45;16.9;275.5475;13.3;7.738078
6450;RETIRADO;8142072;1347706693;1826657;Hombre;7;14.4;227.2969;62.1;8.084109
6451;RETIRADO;4373654;703657174.3;1517194;Hombre;37;1.6;237.644;11.6;8.337335
6452;VINCULADO;363124;67609936.67;958753;Mujer;32;15.2;0;12.4;2.482429
6453;VINCULADO;4073565;667095135;1787616;Mujer;29;2.1;24.8118;19.9;2.81136
6454;RETIRADO;8207205;1353193745;1917099;Mujer;25;2.7;224.111;85.2;8.109407
6455;RETIRADO;6261312;1015731938;2353512;Mujer;13;17.2;205.2821;78;8.488408
6456;VINCULADO;8584406;1366166234;2307514;Hombre;50;2.5;44.88557;78.3;2.214359
6457;RETIRADO;6493328;1052898045;1253596;Mujer;31;2.6;291.7265;73.5;8.367464
6458;RETIRADO;6779864;1148589566;2113955;Mujer;24;4;267.471;47.2;8.32189
6459;VINCULADO;3175480;540201263.1;397296;Hombre;2;3;66.44441;11.8;3.177515
6460;VINCULADO;7255024;1191767726;1334064;Mujer;34;15.7;65.96146;51.9;2.634135
6461;RETIRADO;7529851;1153734835;1000801;Hombre;36;2.8;261.486;61.1;8.009208
6462;VINCULADO;7489006;1189028052;1001493;Mujer;14;16.3;49.10056;49;1.98681
6463;VINCULADO;4055980;675392434.1;483807;Hombre;27;0.2;59.15596;18.5;3.327266
6464;VINCULADO;7268553;1201714050;1326671;Hombre;25;4;33.74249;93.7;2.057154
6465;RETIRADO;2168128;350867485.5;2481443;Mujer;8;13.5;186.4721;3.2;7.744825
6466;RETIRADO;7724634;1217966729;986066;Mujer;43;2.2;295.6323;73.1;8.015005
6467;VINCULADO;7719018;1232410618;1353472;Mujer;19;0;6.061484;68.6;3.386432
6468;RETIRADO;8168552;1295432470;1722121;Hombre;31;1.6;211.7421;75.9;8.094924
6469;VINCULADO;7006944;1078472153;1037176;Hombre;19;15.6;3.79167;62.5;2.695982
6470;VINCULADO;7775589;1201240215;1016256;Mujer;36;1.4;0;66.2;2.168542
6471;VINCULADO;7545200;1206886107;1498278;Mujer;0;1.9;0;76.5;2.946885
6472;VINCULADO;876502;189638508.5;3302779;Mujer;32;15.6;2.739889;14.4;2.459773
6473;RETIRADO;816796;155624030;1470733;Mujer;14;16.7;144.9839;29.9;8.61039
6474;RETIRADO;7066953;1120786329;1416249;Hombre;43;15.9;238.5716;74.7;7.654228
6475;VINCULADO;6795397;1112714617;2334345;Mujer;27;15.1;53.31901;69.9;2.963485
6476;VINCULADO;7251568;1148197428;1679887;Hombre;31;0;48.39864;44.8;2.074028
6477;VINCULADO;2637898;421463766.1;352906;Hombre;19;14.4;12.1595;15.8;1.796089
6478;RETIRADO;8456330;1423527376;2776069;Mujer;23;15.9;276.7972;49.7;8.17932
6479;VINCULADO;834260;199432368.8;1109554;Mujer;27;14.3;8.701977;11.5;3.118197
6480;VINCULADO;7638280;1190618551;1921818;Hombre;0;1.9;0;73.5;2.864351
6481;VINCULADO;7980377;1293161768;2169506;Hombre;20;2.5;3.116381;49.8;2.624504
6482;RETIRADO;6391256;1057113197;727835;Hombre;43;15.3;245.4541;84.1;8.136767
6483;RETIRADO;1026287;178921243.1;1323314;Mujer;17;14.7;190.8009;10.5;8.208192
6484;VINCULADO;7697473;1201675984;1377128;Mujer;28;16.9;0;55.2;2.36928
6485;VINCULADO;6476377;1065017298;2161005;Mujer;39;14.6;0;79.9;2.797975
6486;VINCULADO;6683354;1088816436;1198174;Hombre;34;3.1;22.70398;88.7;3.273542
6487;RETIRADO;6907275;1103050041;1438516;Mujer;32;2.3;232.4959;87.1;8.175635
6488;RETIRADO;6759028;1097433572;1260665;Hombre;9;3.2;226.6685;84.5;8.523982
6489;VINCULADO;6722870;1104464369;1996442;Mujer;37;15.4;158.661;40.8;7.877668
6490;RETIRADO;1761234;323382568.7;1570036;Mujer;13;17.5;203.8604;0;7.713729
6491;RETIRADO;1928512;362712539.2;2368585;Hombre;32;16.5;265.8672;16.6;7.919322
6492;RETIRADO;8393943;1348439076;1431238;Hombre;25;1.8;4.463842;76;2.508904
6493;RETIRADO;7152766;1135807933;1266314;Hombre;24;16.7;222.3744;107.1;7.926345
6494;RETIRADO;6974494;1097538802;963108;Hombre;41;16.6;147.2459;46.8;8.21014
6495;VINCULADO;719057;118684940.8;878844;Mujer;10;14;13.50273;16.7;2.279103
6496;RETIRADO;4062729;651031947;1766247;Hombre;44;1.1;182.7344;6;8.121542
6497;VINCULADO;3314569;528496513.3;1502966;Hombre;27;2.1;29.31923;31.3;1.724893
6498;VINCULADO;1641378;271695793.7;1263871;Hombre;0;15;85.75878;14.3;8.256701
6499;RETIRADO;6968316;1124885813;616201;Hombre;14;1.9;160.4792;94.5;7.925172
6500;VINCULADO;795624;174503766.2;1005608;Hombre;13;17.1;0;20.2;2.298131
6501;VINCULADO;6480636;1017465461;491166;Mujer;38;4.8;23.99842;57.8;3.071083
6502;RETIRADO;8339888;1274466531;816212;Mujer;11;0.1;248.5463;55.3;7.947392
6503;VINCULADO;6342178;980282611.3;1431248;Hombre;29;15.2;193.9929;91.5;8.538209
6504;RETIRADO;6835544;1082911469;690649;Hombre;25;16.6;144.0542;77.1;8.116744
6505;VINCULADO;7939056;1236158637;1779628;Mujer;14;15.2;0;84.3;2.677784
6506;RETIRADO;8018545;1236334372;574003;Mujer;38;15.7;247.4552;75.6;7.983743
6507;VINCULADO;150000;54952937.93;943965;Hombre;53;18.1;51.01074;6.4;2.635805
6508;VINCULADO;1435884;329047985.8;2749622;Mujer;4;17.4;32.12604;25.7;2.040922
6509;RETIRADO;4474671;776880820.8;2206949;Hombre;47;2.6;228.4096;16;8.298835
6510;VINCULADO;846737;161352214.4;1015784;Mujer;0;17.4;25.19057;9.7;3.244957
6511;VINCULADO;7424715;1203861308;1179750;Mujer;9;0.1;155.4274;77.3;7.936286
6512;RETIRADO;1634471;243752428.9;723882;Mujer;7;17.6;230.3522;27.4;8.239696
6513;VINCULADO;542346;64069834.13;924417;Hombre;28;17.3;18.03286;26.5;3.108101
6514;VINCULADO;7955187;1217324071;717921;Hombre;31;0.4;51.24162;66.9;2.82165
6515;RETIRADO;1736071;255686454.4;711657;Hombre;21;17.5;225.7563;17.5;9.002668
6516;VINCULADO;3810957;676651429.4;1777731;Hombre;30;1;0;4.6;2.781357
6517;RETIRADO;7286505;1131336746;1792549;Mujer;34;2.6;19.15175;96.8;2.581573
6518;RETIRADO;7276837;1186352638;808140;Hombre;20;2.2;148.0066;91.3;7.851511
6519;VINCULADO;1257006;183318250.3;340330;Hombre;5;16.5;273.2105;24.5;8.514409
6520;RETIRADO;8395542;1343806987;724299;Hombre;26;2.2;88.66491;56;2.260603
6521;VINCULADO;1831367;257550952.2;419480;Mujer;25;16.7;24.48824;14.3;2.140456
6522;RETIRADO;6247960;949263305.3;1039312;Mujer;41;18.7;158.3426;75.3;8.148884
6523;RETIRADO;2718111;463999565.6;2442038;Hombre;23;1.8;171.9414;13.1;8.828045
6524;VINCULADO;7691942;1264460995;1135209;Mujer;9;15.4;0;73.2;1.865087
6525;VINCULADO;8558602;1373744765;374220;Mujer;17;4.4;32.46647;65.7;2.641062
6526;VINCULADO;6700500;1050919211;511911;Mujer;16;3.2;0;65.4;2.332703
6527;RETIRADO;6998967;1154949172;1738737;Hombre;14;17.1;135.1742;39.9;8.447033
6528;RETIRADO;1129166;255893003.4;1312552;Hombre;13;15.9;171.7657;21.8;8.347901
6529;RETIRADO;7269224;1144108013;581867;Hombre;23;3.1;213.1424;49.8;7.713586
6530;VINCULADO;4217581;673296298;1955149;Hombre;9;3.2;23.58493;20.7;2.602293
6531;VINCULADO;3432784;583500969.3;1852742;Mujer;23;1.8;38.07176;19.4;3.221434
6532;VINCULADO;6335096;1015077700;442205;Hombre;49;3;42.76349;66.1;3.52336
6533;VINCULADO;3859888;640270686;292846;Mujer;18;1.8;17.28043;17.1;2.743381
6534;RETIRADO;7351145;1150837524;1316047;Mujer;42;15.2;143.4316;61.2;8.382102
6535;VINCULADO;6914988;1097196140;1151367;Mujer;7;15.6;37.97778;81.2;2.200667
6536;VINCULADO;3238230;521931070.1;1420343;Mujer;32;2.9;184.7594;17.2;8.13536
6537;RETIRADO;7049040;1124631844;1076226;Mujer;42;2.1;315.1922;58;8.610182
6538;VINCULADO;3887052;616984535.2;1910273;Hombre;17;1.5;179.0888;2.9;8.129262
6539;VINCULADO;7444019;1212527847;1687178;Mujer;28;2.4;0;62.5;2.318929
6540;VINCULADO;2979851;529211282.9;1264816;Hombre;36;2.2;0;16.5;2.46557
6541;RETIRADO;391062;120611733.2;1835112;Hombre;27;16.9;73.11258;37.8;3.688158
6542;RETIRADO;4419507;722771210.4;380344;Mujer;44;1.7;190.107;5.8;8.753486
6543;VINCULADO;2038828;385227700.7;858208;Mujer;30;15.9;33.71573;25.6;2.982753
6544;VINCULADO;1291082;164962310.7;458310;Hombre;11;15.4;10.35065;13.1;1.108427
6545;VINCULADO;325226;109886986.7;418085;Mujer;0;17.3;32.5437;0;3.250745
6546;RETIRADO;3573094;558046485.1;418774;Hombre;29;1.5;252.3403;5;8.300735
6547;RETIRADO;1259530;267447466.8;1991539;Hombre;6;16.7;171.1765;15.4;8.298098
6548;RETIRADO;3817008;628769616.9;1947350;Mujer;32;0.7;188.583;17;8.780506
6549;RETIRADO;7268372;1116320212;941047;Hombre;30;16.1;171.2913;45.7;7.977561
6550;RETIRADO;7597720;1209793436;1111983;Mujer;36;1.7;289.1256;108.6;8.11112
6551;RETIRADO;6133033;971279018.2;1365332;Hombre;27;3.8;207.205;54.1;8.420541
6552;RETIRADO;3119136;556731611.7;1053109;Hombre;8;3.2;19.96351;0.1;7.873097
6553;VINCULADO;6998590;1136015268;1046857;Mujer;11;16.1;2.813015;91.2;2.187058
6554;VINCULADO;7952834;1264141012;1016566;Hombre;42;17;268.174;81.8;8.815922
6555;VINCULADO;1753568;335034138.2;815607;Hombre;8;16;0;0;2.357791
6556;RETIRADO;1072492;229320935.1;1247918;Hombre;49;17.2;229.8083;28.7;7.788886
6557;VINCULADO;7782870;1235549408;1270227;Hombre;28;16.3;0;57.6;2.960372
6558;VINCULADO;3779430;672930516.1;1558512;Hombre;5;1.1;29.90055;1.1;2.681889
6559;RETIRADO;7519655;1244740462;1375670;Mujer;19;2.9;196.6045;61.9;8.188377
6560;RETIRADO;7288792;1171745088;627888;Hombre;8;14.9;124.7814;62.5;7.940755
6561;RETIRADO;7419406;1211940625;1325236;Mujer;41;0.9;264.4009;85.6;8.146845
6562;VINCULADO;7882066;1266103897;2198056;Hombre;34;14.9;64.26747;30.8;2.362024
6563;VINCULADO;2907243;489957910;1362569;Mujer;5;2.7;36.89301;8;1.794566
6564;VINCULADO;265145;120077538.4;1257558;Hombre;16;15.2;56.77714;13.2;2.441533
6565;VINCULADO;7972589;1287097216;1327245;Hombre;0;13.9;3.473907;53.7;2.677811
6566;VINCULADO;3890818;645149309.2;2853399;Mujer;21;3.6;24.02086;26.7;3.113233
6567;RETIRADO;3275016;517680562.4;1193005;Mujer;0;2.5;146.6556;18.8;8.343387
6568;VINCULADO;150000;20895318.21;1792178;Mujer;55;15;0;11.5;2.278124
6569;VINCULADO;693760;182519877.5;2147300;Mujer;31;16.5;24.78069;17.5;2.685899
6570;VINCULADO;2009829;371550183.7;2809724;Hombre;18;16.2;10.22611;13.6;2.517081
6571;RETIRADO;7441390;1210355172;1636714;Mujer;30;16.9;261.4928;38.5;8.916591
